"","Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"RepeatABEL","RepeatABEL","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.10), hglm, GenABEL","methods, stats",NA,NA,NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"RepeatedHighDim","RepeatedHighDim","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.0",NA,"MASS, nlme",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"repfdr","repfdr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1-3",NA,"R (>= 2.10)","splines",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"replicatedpp2w","replicatedpp2w","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-1",NA,NA,"spatstat",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"repo","repo","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,"digest, tools",NA,"igraph, knitr",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"repolr","repolr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.4",NA,NA,"Rcpp (>= 0.11.3), Matrix, methods","Rcpp, RcppArmadillo",NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"ReporteRs","ReporteRs","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8.6",NA,"R (>= 3.0), ReporteRsjars (>= 0.0.2)","grDevices, rJava, utils, rvg (>= 0.0.8), xml2, gdtools, png,
R.utils, knitr, shiny",NA,"ggplot2, jpeg, bmp, testthat, magrittr, rmarkdown, ggiraph",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"ReporteRsjars","ReporteRsjars","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.2",NA,"R (>= 3.0)","rJava",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"reportr","reportr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.0",NA,NA,"ore",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"reportRx","reportRx","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"reshape","survival, xtable, aod, cmprsk, geoR, stringr,",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"reports","reports","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.4",NA,"R (>= 2.15)",NA,NA,"pander, knitr, knitcitations, ProjectTemplate",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"reporttools","reporttools","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.2",NA,"xtable","stats",NA,"survival",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"REPPlab","REPPlab","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.3",NA,"R (>= 2.15.1), rJava, lattice, LDRTools (>= 0.2), utils,
graphics",NA,NA,"tourr, amap",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"represent","represent","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"reproducer","reproducer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.4",NA,"R (>= 3.1.1)","openxlsx (>= 2.4.0), ggplot2 (>= 2.0.0), gridExtra(>= 0.9.1),
tm(>= 0.6), wordcloud(>= 2.5), RColorBrewer(>= 1.1-2),
xtable(>= 1.7-4), metafor(>= 1.9-2)",NA,NA,NA,"CC BY 4.0",NA,NA,NA,NA,"no","3.2.4"
"REQS","REQS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8-12",NA,"gtools",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,NA,"3.2.4"
"reReg","reReg","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-0",NA,NA,"BB, MASS, SQUAREM, aftgee, survival",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.2.4"
"resample","resample","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4",NA,"R (>= 3.1.0), graphics, stats",NA,NA,"splus2R",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"resemble","resemble","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.2",NA,"R (>= 3.2.2)","foreach, iterators, Rcpp (>= 0.12.0)","Rcpp, RcppArmadillo","prospectr, parallel, doParallel",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.2.4"
"reservoir","reservoir","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.4",NA,NA,"gtools, stats, graphics",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"reshape","reshape","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.8.5",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"reshape2","reshape2","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.4.1",NA,NA,"plyr (>= 1.8.1), stringr, Rcpp","Rcpp","testthat (>= 0.8.0), lattice",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"ResistorArray","ResistorArray","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-28",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"ResourceSelection","ResourceSelection","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-6",NA,"R (>= 2.13.0)","MASS, pbapply",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RESS","RESS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,NA,"utils",NA,NA,NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"REST","REST","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,NA,"Rcmdr, tcltk",NA,"knitr",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"restimizeapi","restimizeapi","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.0",NA,"R (>= 3.1.3), RCurl, RJSONIO",NA,NA,"testthat",NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"restlos","restlos","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2-2",NA,"R (>= 3.2.1)","som (>= 0.3-5), rgl (>= 0.95.1247), geometry (>= 0.3-5),
igraph (>= 1.0.1), limSolve (>= 1.5.5.1)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"restorepoint","restorepoint","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.7",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"resumer","resumer","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.1",NA,"R (>= 3.2.1)","useful, dplyr, rmarkdown",NA,"testthat",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rethinker","rethinker","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.0",NA,NA,"rjson",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"retimes","retimes","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-2",NA,"methods",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"retistruct","retistruct","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.5.10",NA,"R (>= 3.1.0)","foreign, RImageJROI, png, ttutils, sp, geometry (>= 0.2-1),
RTriangle (>= 1.6-0.4), rgl, R.matlab",NA,"testthat, gWidgetsRGtk2, gWidgets, cairoDevice",NA,"CC BY-NC-SA 4.0",NA,NA,NA,NA,"yes","3.2.4"
"retrosheet","retrosheet","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.2",NA,"R (>= 2.10)","RCurl (>= 1.95-4.5), XML (>= 3.98-1.1), data.table (>= 1.9.4),
stringi (>= 0.4-1)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"reutils","reutils","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.2",NA,"R (>= 3.2.0)","assertthat, jsonlite, methods, RCurl, stats, XML",NA,"testthat (>= 0.8)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"reval","reval","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.0",NA,"R (>= 3.1.3)","doParallel (>= 1.0.8), foreach (>= 1.4.2)",NA,"knitr, ggplot2, dplyr, rivr",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"revealedPrefs","revealedPrefs","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2",NA,NA,"Rcpp","Rcpp, RcppArmadillo","pso",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.2.4"
"revealjs","revealjs","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6",NA,"R (>= 3.0)","rmarkdown(>= 0.3.3)",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"RevEcoR","RevEcoR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.99.2",NA,"R (>= 2.14)","Matrix, igraph, XML, stringr, magrittr, gtools, plyr",NA,"knitr, methods",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"reweight","reweight","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"rex","rex","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.1",NA,NA,"magrittr, lazyeval",NA,"testthat, knitr, rmarkdown, dplyr, ggplot2, lintr, Hmisc,
stringr, rvest, roxygen2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"Rexperigen","Rexperigen","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.0",NA,"R (>= 3.2.3)","RCurl, digest, jsonlite",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"rexpokit","rexpokit","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.24.1",NA,"methods, SparseM, Rcpp (>= 0.9.10)",NA,"Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"rFDSN","rFDSN","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.0.0",NA,"R (>= 3.1.1), XML (>= 3.98.1.1)",NA,NA,NA,"RSEIS (>= 3.3.3)","GPL (>= 3)",NA,NA,NA,NA,"no","3.2.4"
"rFerns","rFerns","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0.0",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"RFGLS","RFGLS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,"stats, bdsmatrix, Matrix, R (>= 2.15.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RFgroove","RFgroove","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"randomForest, wmtsa, fda",NA,NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"yes","3.2.4"
"R.filesets","R.filesets","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.10.0",NA,"R (>= 3.1.2), R.oo (>= 1.19.0)","digest (>= 0.6.8), future (>= 0.10.0), listenv (>= 0.6.0),
R.methodsS3 (>= 1.7.0), R.utils (>= 2.2.0), R.cache (>=
0.12.0), stats",NA,"BatchJobs (>= 1.6), BiocParallel (>= 1.0.3), gtools (>=
3.5.0)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.2.4"
"RFinanceYJ","RFinanceYJ","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3.1",NA,"XML,xts",NA,NA,NA,NA,"BSD 3-clause License",NA,NA,NA,NA,"no","3.2.4"
"Rfit","Rfit","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.22.0",NA,"methods, quantreg",NA,NA,"testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"RFLPtools","RFLPtools","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.6",NA,"R(>= 3.0.0), stats, utils, graphics, grDevices, RColorBrewer",NA,NA,"lattice, MKmisc(>= 0.8)",NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"RFmarkerDetector","RFmarkerDetector","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.1",NA,"AUCRF","randomForest, ggplot2, UsingR, WilcoxCV, ROCR, methods",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"RFOC","RFOC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","3.3-3",NA,"R (>= 2.12)","RPMG, GEOmap, RSEIS, MASS, splancs",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rfordummies","rfordummies","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.2",NA,NA,NA,NA,"fortunes, stringr, sos, XLConnect, reshape2, ggplot2,
foreign, lattice",NA,"GPL-2 | GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rforensicbatwing","rforensicbatwing","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,NA,"Rcpp","Rcpp",NA,NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"RFormatter","RFormatter","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.0",NA,"R (>= 3.2.2)","formatR (>= 1.2.1)",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rfPermute","rfPermute","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0",NA,"R (>= 3.2.0), randomForest","abind, ggplot2, graphics, grDevices, gridExtra, stats,
swfscMisc",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RFreak","RFreak","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3-0",NA,NA,"methods, rJava (>= 0.5.0)",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rfUtilities","rfUtilities","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-2",NA,"R (>= 3.1.2), randomForest (>= 4.6-10)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rgabriel","rgabriel","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.7",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rgam","rgam","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6.3",NA,"R (>= 3.0.2), stats","Rcpp (>= 0.8.0)","Rcpp (>= 0.8.0), RcppArmadillo (>= 0.2.1)",NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.2.4"
"rGammaGamma","rGammaGamma","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.12",NA,"gsl",NA,NA,NA,NA,"GPL (>= 2.0)",NA,NA,NA,NA,"no","3.2.4"
"Rgbp","Rgbp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.1",NA,"R (>= 2.2.0), sn (>= 0.4-18), mnormt (>= 1.5-1)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RGCCA","RGCCA","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0",NA,"MASS",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rgcvpack","rgcvpack","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-4",NA,"R (>= 2.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"RGENERATE","RGENERATE","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.3",NA,"R (>= 2.10),RMAWGEN",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RGENERATEPREC","RGENERATEPREC","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 3.0), copula, RGENERATE, blockmatrix, Matrix, stringr","RMAWGEN",NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RGenetics","RGenetics","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rgenoud","rgenoud","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","5.7-12.4",NA,"R (>= 2.15), utils",NA,NA,"parallel",NA,"GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"rgexf","rgexf","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.15.3",NA,"XML, Rook, igraph",NA,NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","3.2.4"
"RGIFT","RGIFT","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-5",NA,"R (>= 2.10.0)",NA,NA,"foreign",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rgl","rgl","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.95.1441",NA,"R (>= 2.15.0)","graphics, grDevices, stats, utils",NA,"MASS, rglwidget (>= 0.1.1427), knitr, rmarkdown",NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"rglobi","rglobi","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.9",NA,"R (>= 3.0.1)","rjson (>= 0.2.13), RCurl",NA,"testthat, knitr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rglwidget","rglwidget","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.1434",NA,NA,"htmlwidgets, htmltools, knitr, jsonlite, shiny, magrittr, rgl
(>= 0.95.1367)",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RgoogleMaps","RgoogleMaps","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2.0.7",NA,"R (>= 2.10)","graphics, stats, utils, png, RJSONIO",NA,"PBSmapping, maptools, sp, rgdal, loa, RColorBrewer",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"rgp","rgp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4-1",NA,"R (>= 3.0.0), utils","emoa (>= 0.5-0)",NA,"igraph (>= 0.5.5), rrules (>= 0.1-0), rgpui (>= 0.1-0),
snowfall (>= 1.84-4)",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"rgpui","rgpui","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-2",NA,"R (>= 3.0.0), utils","rgp (>= 0.3-5), shiny (>= 0.10.2), emoa (>= 0.5-0), parallel",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"rgr","rgr","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.13",NA,"MASS, fastICA",NA,NA,"akima",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"RGraphics","RGraphics","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0-14",NA,"R (>= 2.13.0), datasets, stats, grDevices, graphics, methods,
grid","lattice, ggplot2",NA,"agricolae, animation, CircStats, circular, cluster,
colorspace, diagram, dichromat, gplots, graph, gridBase,
gridExtra, gridSVG, grImport, gWidgets, gWidgetsRGtk2, hexbin,
Hmisc, hyperdraw, hypergraph, igraph, iplots, ipred,
latticeExtra, mapdata, maps, maptools, MASS, misc3d, munsell,
network, openair, oz, party, pixmap, playwith, plotrix, pmg,
png, quantmod, raster, Rcmdr, RColorBrewer, rgdal, rggobi, rgl,
RGraphics, Rgraphviz, scatterplot3d, soiltexture, sp,
SVGAnnotation, symbols, TeachingDemos, tools, vcd, vcdExtra,
venneuler, vrmlgen, XML",NA,"GPL",NA,NA,NA,NA,"no","3.2.4"
"rgrass7","rgrass7","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-4",NA,"R (>= 3.1), sp (>= 0.9), XML","stats, utils, methods",NA,"rgdal (>= 1.0-6), RSQLite",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"rGroovy","rGroovy","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"rJava",NA,NA,"testthat",NA,"LGPL-3",NA,NA,NA,NA,"no","3.2.4"
"RGtk2","RGtk2","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.20.31",NA,"R (>= 2.5.0)",NA,NA,NA,NA,"GPL",NA,NA,NA,NA,"yes","3.2.4"
"RGtk2Extras","RGtk2Extras","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.6.1",NA,"methods, RGtk2(>= 2.12.8)",NA,NA,"gWidgetsRGtk2",NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"RH2","RH2","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.3",NA,"chron, methods, RJDBC, rJava",NA,NA,NA,NA,"Mozilla Public License 1.1",NA,NA,NA,NA,"no","3.2.4"
"rhandsontable","rhandsontable","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3.1",NA,NA,"jsonlite, htmlwidgets (>= 0.3.3), magrittr, methods",NA,"knitr, rmarkdown","shiny (>= 0.12)","MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rhosp","rhosp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.07",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"no","3.2.4"
"RhpcBLASctl","RhpcBLASctl","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.15-148",NA,NA,NA,NA,NA,NA,"AGPL-3",NA,NA,NA,NA,"yes","3.2.4"
"rHpcc","rHpcc","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,"R (>= 2.11.0), methods, RCurl, XML",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,NA,"3.2.4"
"RHRV","RHRV","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","4.0",NA,"R (>= 3.0.0), tcltk(>= 2.4.1), tkrplot(>= 0.0-18), waveslim(>=
1.6.4), nonlinearTseries (>= 0.2)",NA,NA,"highlight",NA,"GPL-2",NA,NA,NA,NA,"yes","3.2.4"
"RHT","RHT","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0",NA,NA,NA,NA,NA,NA,"GPL",NA,NA,NA,NA,NA,"3.2.4"
"R.huge","R.huge","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9.0",NA,"R (>= 2.10.0)","R.methodsS3 (>= 1.7.0), R.oo (>= 1.18.0), R.utils (>= 1.34.0)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","3.2.4"
"ri","ri","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"RI2by2","RI2by2","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,"compiler, gtools",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"riceware","riceware","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.4",NA,"R (>= 3.1.3)","random (>= 0.2.4)",NA,"testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"rich","rich","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3",NA,"boot, vegan, permute",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,NA,"3.2.4"
"RidgeFusion","RidgeFusion","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0-3",NA,"R (>= 3.0.0),mvtnorm, methods",NA,NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"Ridit","Ridit","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,NA,NA,"GPL-2 | GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"RIFS","RIFS","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1-5",NA,"R (>= 2.14.0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,NA,"3.2.4"
"RImageJROI","RImageJROI","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.1",NA,"R (>= 3.0.2)","spatstat",NA,"png, testthat",NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"RImagePalette","RImagePalette","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.1",NA,"R (>= 2.1.0)","ggplot2",NA,"testthat, scales, jpeg, png",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","3.2.4"
"RImpala","RImpala","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.1.6",NA,"R (>= 2.7.0), rJava (>= 0.5-0)",NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","3.2.4"
"rindex","rindex","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.12",NA,"R (>= 2.6.0), regtest",NA,NA,NA,NA,"file LICENSE",NA,"yes",NA,NA,"yes","3.2.4"
"RInside","RInside","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.2.13",NA,"R (>= 2.10.0)","Rcpp (>= 0.11.0)","Rcpp",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"RInSp","RInSp","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.2",NA,NA,NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
"rio","rio","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.3.0",NA,"R (>= 2.15.0)","tools, stats, utils, urltools, foreign, haven, openxlsx,
readODS, jsonlite, XML, curl (>= 0.6), data.table (>= 1.9.5),
readxl, yaml",NA,"datasets, bit64, testthat, knitr, magrittr",NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"rioja","rioja","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","0.9-5",NA,NA,"vegan, mgcv, lattice, gdata",NA,NA,"RODBC","GPL-3",NA,NA,NA,NA,"yes","3.2.4"
"Rip46","Rip46","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.0.2",NA,NA,"Rcpp (>= 0.11.6), methods","Rcpp",NA,NA,"GPL-3",NA,NA,"unix",NA,"yes","3.2.4"
"ripa","ripa","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","2.0-2",NA,"R (>= 2.8.1), tcltk, parallel","Rcpp (>= 0.11.0)","Rcpp","e1071, rggobi, reshape, methods, jpeg, png, tkrplot, fftw,
foreach, doSNOW","doMC","GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","3.2.4"
"riskR","riskR","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1",NA,NA,NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","3.2.4"
"riskRegression","riskRegression","/pkg/suse11/r/3.2.4/gcc/lib64/R/library","1.1.7",NA,"R (>= 2.9.0), prodlim (>= 1.4.9)","rms (>= 4.2-0), pec (>= 2.4.3), cmprsk (>= 2.2-7), survival
(>= 2.37-7), randomForestSRC (>= 1.5.5)",NA,"lava",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","3.2.4"
